all,wc,polarity,pos.words,neg.words,text.var
all,0,NaN,-,-,
all,6,0,-,-,Finally she picked up her basket.
all,0,NaN,-,-,
all,14,0,-,-,"""Come along, Toto,"" she said.  ""We will go to the Emerald City and ask"
all,10,0.31622777,great,-,"the Great Oz how to get back to Kansas again."""
all,0,NaN,-,-,
all,14,0,-,-,"She closed the door, locked it, and put the key carefully in the pocket"
all,13,0,-,-,"of her dress.  And so, with Toto trotting along soberly behind her, she"
all,4,0,-,-,started on her journey.
all,0,NaN,-,-,
all,14,0,-,-,"There were several roads nearby, but it did not take her long to find"
all,13,0,-,-,the one paved with yellow bricks.  Within a short time she was walking
all,11,0.30151134,merrily,-,"briskly toward the Emerald City, her silver shoes tinkling merrily on"
all,13,0,bright,hard,"the hard, yellow road-bed.  The sun shone bright and the birds sang"
all,14,0.53452248,sweetly,bad,"sweetly, and Dorothy did not feel nearly so bad as you might think a"
all,12,0,-,-,little girl would who had been suddenly whisked away from her own
all,11,-0.30151134,-,strange,country and set down in the midst of a strange land.
all,0,NaN,-,-,
all,13,0.2773501,pretty,-,"She was surprised, as she walked along, to see how pretty the country"
all,13,0.2773501,neat,-,"was about her.  There were neat fences at the sides of the road,"
all,13,0,-,-,"painted a dainty blue color, and beyond them were fields of grain and"
all,10,0.63245553,"abundance, good",-,vegetables in abundance.  Evidently the Munchkins were good farmers and
all,15,0,-,-,"able to raise large crops.  Once in a while she would pass a house, and"
all,16,0,-,-,the people came out to look at her and bow low as she went by; for
all,13,-0.2773501,-,wicked,everyone knew she had been the means of destroying the Wicked Witch and
all,11,0,free,bondage,setting them free from bondage.  The houses of the Munchkins were
all,14,0,-,-,"odd-looking dwellings, for each was round, with a big dome for a roof."
all,14,0,-,-,"All were painted blue, for in this country of the East blue was the"
all,2,0.70710678,favorite,-,favorite color.
all,0,NaN,-,-,
all,13,-0.2773501,-,tired,"Toward evening, when Dorothy was tired with her long walk and began to"
all,13,0.2773501,wonder,-,"wonder where she should pass the night, she came to a house rather"
all,14,0,-,-,larger than the rest.  On the green lawn before it many men and women
all,11,0,-,-,"were dancing.  Five little fiddlers played as loudly as possible, and"
all,13,0,-,-,"the people were laughing and singing, while a big table near by was"
all,12,0.28867513,delicious,-,"loaded with delicious fruits and nuts, pies and cakes, and many other"
all,4,0.5,good,-,good things to eat.
all,0,NaN,-,-,
all,12,0.28867513,kindly,-,"The people greeted Dorothy kindly, and invited her to supper and to"
all,15,0,-,-,pass the night with them; for this was the home of one of the richest
all,12,0,-,-,"Munchkins in the land, and his friends were gathered with him to"
all,10,0,"celebrate, freedom","bondage, wicked",celebrate their freedom from the bondage of the Wicked Witch.
all,0,NaN,-,-,
all,13,0.2773501,rich,-,Dorothy ate a hearty supper and was waited upon by the rich Munchkin
all,13,0,-,-,"himself, whose name was Boq.  Then she sat upon a settee and watched"
all,3,0,-,-,the people dance.
all,0,NaN,-,-,
all,14,0.26726124,great,-,"When Boq saw her silver shoes he said, ""You must be a great sorceress."""
all,0,NaN,-,-,
all,4,0,-,-,"""Why?"" asked the girl."
all,0,NaN,-,-,
all,11,-0.60302269,-,"killed, wicked","""Because you wear silver shoes and have killed the Wicked Witch."
all,12,0,-,-,"Besides, you have white in your frock, and only witches and sorceresses"
all,2,0,-,-,"wear white."""
all,0,NaN,-,-,
all,12,0,-,-,"""My dress is blue and white checked,"" said Dorothy, smoothing out the"
all,3,-0.57735027,-,wrinkles,wrinkles in it.
all,0,NaN,-,-,
all,16,0,-,-,"""It is kind of you to wear that,"" said Boq.  ""Blue is the color of the"
all,14,0.26726124,friendly,-,"Munchkins, and white is the witch color.  So we know you are a friendly"
all,1,0,-,-,"witch."""
all,0,NaN,-,-,
all,15,0,-,-,"Dorothy did not know what to say to this, for all the people seemed to"
all,14,0.48107024,well,-,"think her a witch, and she knew very well she was only an ordinary"
all,15,-0.25819889,-,strange,little girl who had come by the chance of a cyclone into a strange land.
all,0,NaN,-,-,
all,13,0,led,tired,"When she had tired watching the dancing, Boq led her into the house,"
all,16,0.25,pretty,-,where he gave her a room with a pretty bed in it.  The sheets were made
all,12,0.28867513,soundly,-,"of blue cloth, and Dorothy slept soundly in them till morning, with"
all,9,0,-,-,Toto curled up on the blue rug beside her.
all,0,NaN,-,-,
all,13,0,-,-,"She ate a hearty breakfast, and watched a wee Munchkin baby, who played"
all,14,0,-,-,with Toto and pulled his tail and crowed and laughed in a way that
all,12,0.28867513,fine,-,"greatly amused Dorothy.  Toto was a fine curiosity to all the people,"
all,8,0,-,-,for they had never seen a dog before.
all,0,NaN,-,-,
all,11,0,-,-,"""How far is it to the Emerald City?"" the girl asked."
all,0,NaN,-,-,
all,13,-0.2773501,-,gravely,"""I do not know,"" answered Boq gravely, ""for I have never been there."
all,14,0.26726124,better,-,"It is better for people to keep away from Oz, unless they have business"
all,16,0,-,-,"with him.  But it is a long way to the Emerald City, and it will take"
all,13,0.5547002,"rich, pleasant",-,"you many days.  The country here is rich and pleasant, but you must"
all,12,-0.57735027,-,"rough, dangerous",pass through rough and dangerous places before you reach the end of
all,2,0,-,-,"your journey."""
all,0,NaN,-,-,
all,13,-0.22188008,great,worried,"This worried Dorothy a little, but she knew that only the Great Oz"
all,14,0,-,-,"could help her get to Kansas again, so she bravely resolved not to turn"
all,1,0,-,-,back.
all,0,NaN,-,-,
all,13,0,-,-,"She bade her friends good-bye, and again started along the road of"
all,12,0,-,-,yellow brick.  When she had gone several miles she thought she would
all,15,0.25819889,top,-,"stop to rest, and so climbed to the top of the fence beside the road"
all,13,0.2773501,great,-,"and sat down.  There was a great cornfield beyond the fence, and not"
all,15,0,-,-,"far away she saw a Scarecrow, placed high on a pole to keep the birds"
all,4,0,-,-,from the ripe corn.
all,0,NaN,-,-,
all,12,0.28867513,thoughtfully,-,Dorothy leaned her chin upon her hand and gazed thoughtfully at the
all,12,-0.28867513,-,sack,"Scarecrow.  Its head was a small sack stuffed with straw, with eyes,"
all,13,0,-,-,"nose, and mouth painted on it to represent a face.  An old, pointed"
all,13,0,-,-,"blue hat, that had belonged to some Munchkin, was perched on his head,"
all,15,-0.25819889,-,worn,"and the rest of the figure was a blue suit of clothes, worn and faded,"
all,13,0,-,-,which had also been stuffed with straw.  On the feet were some old
all,14,0.26726124,tops,-,"boots with blue tops, such as every man wore in this country, and the"
all,14,-0.26726124,-,stuck,figure was raised above the stalks of corn by means of the pole stuck
all,3,0,-,-,up its back.
all,0,NaN,-,-,
all,12,0,earnestly,queer,"While Dorothy was looking earnestly into the queer, painted face of the"
all,14,-0.26726124,-,slowly,"Scarecrow, she was surprised to see one of the eyes slowly wink at her."
all,13,-0.2773501,-,mistaken,"She thought she must have been mistaken at first, for none of the"
all,11,0,-,-,scarecrows in Kansas ever wink; but presently the figure nodded its
all,14,0.26726124,friendly,-,head to her in a friendly way.  Then she climbed down from the fence
all,13,0,-,-,"and walked up to it, while Toto ran around the pole and barked."
all,0,NaN,-,-,
all,10,0.31622777,good,-,"""Good day,"" said the Scarecrow, in a rather husky voice."
all,0,NaN,-,-,
all,8,0.35355339,wonder,-,"""Did you speak?"" asked the girl, in wonder."
all,0,NaN,-,-,
all,8,0,-,-,"""Certainly,"" answered the Scarecrow.  ""How do you do?"""
all,0,NaN,-,-,
all,11,0.90453403,"pretty, well, thank",-,"""I'm pretty well, thank you,"" replied Dorothy politely.  ""How do you"
all,1,0,-,-,"do?"""
all,0,NaN,-,-,
all,13,0,"well, smile",-,"""I'm not feeling well,"" said the Scarecrow, with a smile, ""for it is"
all,13,-0.77658027,-,"tedious, scare","very tedious being perched up here night and day to scare away crows."""
all,0,NaN,-,-,
all,6,0,-,-,"""Can't you get down?"" asked Dorothy."
all,0,NaN,-,-,
all,15,-0.25819889,-,stuck,"""No, for this pole is stuck up my back.  If you will please take away"
all,9,0,-,-,"the pole I shall be greatly obliged to you."""
all,0,NaN,-,-,
all,13,0,-,-,"Dorothy reached up both arms and lifted the figure off the pole, for,"
all,8,0,-,-,"being stuffed with straw, it was quite light."
all,0,NaN,-,-,
all,14,0.48107024,thank,-,"""Thank you very much,"" said the Scarecrow, when he had been set down on"
all,8,0.35355339,like,-,"the ground.  ""I feel like a new man."""
all,0,NaN,-,-,
all,14,-0.53452248,-,"puzzled, queer","Dorothy was puzzled at this, for it sounded queer to hear a stuffed man"
all,11,0,-,-,"speak, and to see him bow and walk along beside her."
all,0,NaN,-,-,
all,12,0,-,-,"""Who are you?"" asked the Scarecrow when he had stretched himself and"
all,6,0,-,-,"yawned.  ""And where are you going?"""
all,0,NaN,-,-,
all,14,0,-,-,"""My name is Dorothy,"" said the girl, ""and I am going to the Emerald"
all,12,0.28867513,great,-,"City, to ask the Great Oz to send me back to Kansas."""
all,0,NaN,-,-,
all,11,0,-,-,"""Where is the Emerald City?"" he inquired.  ""And who is Oz?"""
all,0,NaN,-,-,
all,8,0,-,-,"""Why, don't you know?"" she returned, in surprise."
all,0,NaN,-,-,
all,14,0,-,-,"""No, indeed.  I don't know anything.  You see, I am stuffed, so I have"
all,7,-0.37796447,-,sadly,"no brains at all,"" he answered sadly."
all,0,NaN,-,-,
all,8,-0.70710678,-,"awfully, sorry","""Oh,"" said Dorothy, ""I'm awfully sorry for you."""
all,0,NaN,-,-,
all,15,0,-,-,"""Do you think,"" he asked, ""if I go to the Emerald City with you, that"
all,6,0,-,-,"Oz would give me some brains?"""
all,0,NaN,-,-,
all,14,0.26726124,like,-,"""I cannot tell,"" she returned, ""but you may come with me, if you like."
all,16,0.25,-,worse,If Oz will not give you any brains you will be no worse off than you
all,2,0,-,-,"are now."""
all,0,NaN,-,-,
all,10,0,-,-,"""That is true,"" said the Scarecrow.  ""You see,"" he continued"
all,12,0,-,-,"confidentially, ""I don't mind my legs and arms and body being stuffed,"
all,15,-0.25819889,-,hurt,because I cannot get hurt.  If anyone treads on my toes or sticks a pin
all,15,0,-,-,"into me, it doesn't matter, for I can't feel it.  But I do not want"
all,14,-0.26726124,-,fool,"people to call me a fool, and if my head stays stuffed with straw"
all,14,0,-,-,"instead of with brains, as yours is, how am I ever to know anything?"""
all,0,NaN,-,-,
all,13,-0.49923018,-,sorry,"""I understand how you feel,"" said the little girl, who was truly sorry"
all,17,0,-,-,"for him.  ""If you will come with me I'll ask Oz to do all he can for"
all,1,0,-,-,"you."""
all,0,NaN,-,-,
all,5,0.89442719,"thank, gratefully",-,"""Thank you,"" he answered gratefully."
all,0,NaN,-,-,
all,13,0.2773501,helped,-,"They walked back to the road.  Dorothy helped him over the fence, and"
all,12,0,-,-,they started along the path of yellow brick for the Emerald City.
all,0,NaN,-,-,
all,13,-0.5547002,like,smelled,Toto did not like this addition to the party at first.  He smelled
all,15,0,-,-,around the stuffed man as if he suspected there might be a nest of rats
all,13,-0.2773501,-,unfriendly,"in the straw, and he often growled in an unfriendly way at the"
all,1,0,-,-,Scarecrow.
all,0,NaN,-,-,
all,12,0,-,-,"""Don't mind Toto,"" said Dorothy to her new friend.  ""He never bites."""
all,0,NaN,-,-,
all,12,0,-,"afraid, hurt","""Oh, I'm not afraid,"" replied the Scarecrow.  ""He can't hurt the straw."
all,16,0,-,-,"Do let me carry that basket for you.  I shall not mind it, for I can't"
all,13,-0.2773501,-,tired,"get tired.  I'll tell you a secret,"" he continued, as he walked along."
all,12,-0.28867513,-,afraid,"""There is only one thing in the world I am afraid of."""
all,0,NaN,-,-,
all,11,0,-,-,"""What is that?"" asked Dorothy; ""the Munchkin farmer who made you?"""
all,0,NaN,-,-,
all,8,0,-,-,"""No,"" answered the Scarecrow; ""it's a lighted match."""
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,5,0,-,-,4.  The Road Through the Forest
all,0,NaN,-,-,
all,0,NaN,-,-,
all,15,-0.25819889,-,rough,"After a few hours the road began to be rough, and the walking grew so"
all,10,-0.63245553,-,"difficult, stumbled","difficult that the Scarecrow often stumbled over the yellow bricks,"
all,11,-0.84423176,-,"uneven, broken","which were here very uneven.  Sometimes, indeed, they were broken or"
all,10,0,-,-,"missing altogether, leaving holes that Toto jumped across and Dorothy"
all,11,0,-,-,"walked around.  As for the Scarecrow, having no brains, he walked"
all,13,-0.2773501,-,fell,"straight ahead, and so stepped into the holes and fell at full length"
all,13,0,-,"hard, hurt","on the hard bricks.  It never hurt him, however, and Dorothy would pick"
all,15,0,-,-,"him up and set him upon his feet again, while he joined her in laughing"
all,5,0,merrily,mishap,merrily at his own mishap.
all,0,NaN,-,-,
all,14,-0.26726124,well,-,The farms were not nearly so well cared for here as they were farther
all,12,0,-,-,"back.  There were fewer houses and fewer fruit trees, and the farther"
all,10,-1.13841996,-,"dismal, lonesome",they went the more dismal and lonesome the country became.
all,0,NaN,-,-,
all,14,0,-,-,"At noon they sat down by the roadside, near a little brook, and Dorothy"
all,14,0,-,-,opened her basket and got out some bread.  She offered a piece to the
all,4,-0.5,-,refused,"Scarecrow, but he refused."
all,0,NaN,-,-,
all,17,0.24253563,lucky,-,"""I am never hungry,"" he said, ""and it is a lucky thing I am not, for my"
all,17,0,-,-,"mouth is only painted, and if I should cut a hole in it so I could eat,"
all,14,-0.26726124,-,spoil,"the straw I am stuffed with would come out, and that would spoil the"
all,4,0,-,-,"shape of my head."""
all,0,NaN,-,-,
all,15,0,-,-,"Dorothy saw at once that this was true, so she only nodded and went on"
all,3,0,-,-,eating her bread.
all,0,NaN,-,-,
all,12,0,-,-,"""Tell me something about yourself and the country you came from,"" said"
all,13,0,-,-,"the Scarecrow, when she had finished her dinner.  So she told him all"
all,12,0,-,-,"about Kansas, and how gray everything was there, and how the cyclone"
all,9,-0.33333333,-,queer,had carried her to this queer Land of Oz.
all,0,NaN,-,-,
all,10,0,-,-,"The Scarecrow listened carefully, and said, ""I cannot understand why"
all,14,0.26726124,beautiful,-,"you should wish to leave this beautiful country and go back to the dry,"
all,5,0,-,-,"gray place you call Kansas."""
all,0,NaN,-,-,
all,13,0,-,-,"""That is because you have no brains"" answered the girl.  ""No matter how"
